1,180,226,553,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,976,0,14,0,
2,120,182,341,17,0,0,0,0,0,0,1,2,1,1,0,0,0,1,2,0,22,0,0,0,0,691,0,1,0,
3,95,139,482,5,0,0,1,0,8,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,741,0,4,0,
4,90,137,363,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,615,0,2,0,
5,97,154,475,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,25,0,0,1,0,763,0,2,0,
6,204,186,309,8,0,0,0,0,1,0,0,1,0,0,0,1,3,1,1,1,20,0,0,1,0,738,0,1,0,
7,78,133,204,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,431,0,2,0,
8,115,142,219,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,1,505,0,1,0,
9,250,246,338,5,1,0,0,0,4,0,0,0,0,0,0,0,2,1,2,0,36,0,1,1,0,892,0,3,0,
10,158,218,299,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,16,0,0,0,0,697,0,1,0,
11,53,56,249,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,12,0,0,2,0,377,0,3,0,
12,77,124,347,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,9,0,0,1,0,566,0,5,0,
13,111,176,684,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,984,0,14,0,
14,59,131,208,2,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,13,0,0,1,0,424,0,0,0,
15,59,142,130,2,0,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,16,0,0,1,0,358,0,2,0,
16,114,211,301,8,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,1,16,0,0,1,1,660,0,0,0,
17,77,132,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,2,0,480,0,0,0,
18,86,176,262,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,1,544,0,2,0,
19,56,131,216,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,414,0,2,0,
20,79,233,519,4,0,0,0,0,1,0,1,0,1,1,1,1,4,0,0,3,21,0,0,2,0,873,0,1,0,
21,83,128,296,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12,1,0,0,0,525,0,1,0,
22,122,173,472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,773,0,9,0,
23,98,127,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,560,0,9,0,
24,109,181,393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,689,0,7,0,
25,105,164,361,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,1,0,0,646,0,9,0,
26,84,85,271,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,446,0,11,0,
27,94,102,389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,592,0,7,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,114,152,387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,661,0,3,0,
29,83,98,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,556,0,7,0,
30,122,155,456,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,745,0,11,0,
31,73,93,357,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,531,0,9,0,
32,129,116,406,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,654,0,8,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,115,128,426,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,676,0,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,150,216,588,4,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,969,0,3,0,
35,73,110,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,538,0,3,0,
36,130,86,490,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,718,0,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,155,182,470,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,826,0,8,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,80,131,404,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,3,0,0,0,0,626,0,10,0,
39,117,106,367,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,601,0,10,0,
40,129,227,591,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,20,0,1,0,0,976,0,8,0,
41,121,250,387,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,780,0,9,0,
42,98,175,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,638,0,12,0,
,43,51,153,742,3,0,1,1,0,1,2,0,2,0,2,2,6,0,3,0,0,1,0,0,0,0,982,0,1,0
,44,104,159,499,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,778,0,12,0
,45,51,70,266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,4,0
,46,147,201,474,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,839,0,14,0
,47,155,171,499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,835,0,9,0
,48,174,215,169,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,589,0,0,0
,49,141,327,262,16,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,769,0,3,0
,50,104,162,384,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,6,0
,51,156,134,72,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,374,0,0,0
,52,98,170,377,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,663,0,9,0
,53,89,153,560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,811,0,4,0
,54,125,177,393,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,711,0,4,0
,55,85,138,259,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,499,0,4,0
,56,107,133,507,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,764,0,5,0
,57,74,107,384,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,8,0
,58,91,180,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,5,0
,59,121,399,470,25,2,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,0,1,0,1,1,1043,0,1,0
,60,128,356,374,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,895,0,10,0
,61,118,388,421,2,0,0,0,0,0,1,0,0,1,0,0,3,1,0,1,3,1,0,0,0,1,981,0,4,0
,62,28,157,117,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,1,0
,63,271,447,324,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1112,0,5,0
,64,88,166,303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,567,0,6,0
,65,83,119,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,514,0,6,0
,66,91,99,242,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,5,0
,67,108,90,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,7,0
,68,96,297,443,3,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,863,0,2,0
,69,81,406,244,27,0,1,0,0,0,0,0,0,1,0,3,0,2,4,0,0,0,0,0,0,0,808,0,1,0
,70,58,329,261,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,661,0,4,0
,71,72,337,143,8,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,584,0,4,0
,72,89,318,307,16,0,0,0,0,1,0,0,0,1,0,0,0,2,1,2,1,0,0,0,1,1,758,0,0,0
,73,104,316,318,4,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,768,0,2,0
,74,72,156,327,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,563,0,1,0
,75,151,188,489,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,845,0,5,0
,76,70,220,224,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,541,0,1,0
,77,112,289,544,2,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,971,0,4,0
,78,126,250,422,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,822,0,6,0
,79,94,189,468,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,771,0,1,0
,80,111,207,403,5,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,743,0,4,0
,81,69,154,349,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,586,0,3,0
,82,73,120,230,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,429,0,1,0
,83,164,238,473,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,902,0,6,0
,84,122,180,388,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,724,0,7,0
,85,232,405,277,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,1,0,0,0,3,0,953,0,2,0
,86,132,186,381,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,4,0
,87,73,95,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,2,0
,88,200,303,291,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,808,0,3,0
,89,116,244,402,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,789,0,4,0
,90,106,242,218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,1,0
,92,143,313,369,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,859,0,2,0
,93,67,99,278,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,461,0,1,0
,94,128,173,312,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,630,0,1,0
,95,88,177,294,2,0,0,1,1,0,0,2,1,2,2,6,0,1,0,1,0,1,0,0,2,0,600,0,0,0
,96,151,485,115,7,0,0,0,0,0,1,3,0,4,3,2,3,0,0,0,0,1,1,0,0,1,817,0,1,0
,97,194,358,99,6,0,1,0,0,0,0,0,1,3,1,2,1,1,1,0,1,0,0,0,0,1,713,0,1,0
,98,155,150,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,4,0
,99,87,162,300,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,569,0,5,0
,100,63,99,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,3,0
,101,106,198,343,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,660,0,6,0
,102,121,162,395,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,"
                0",0,0,0,0,701,0,7,0
,103,64,131,383,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,591,0,7,0
,104,67,64,300,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,439,0,3,0
,105,107,156,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,10,0
,106,152,248,471,0,0,0,1,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,891,0,9,0
,107,130,200,432,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,788,0,13,0
,108,86,147,291,0,0,0,0,0,6,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,537,0,11,0
,109,94,226,404,3,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,749,0,4,0
,110,134,229,415,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,12,0
,111,155,226,423,3,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,818,0,11,0
,112,85,180,397,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,6,1
,113,77,195,376,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,10,0
,114,124,229,556,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,921,0,9,0
,115,75,118,280,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,485,0,7,0
,116,80,118,449,2,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,669,0,12,0
,117,102,189,325,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,629,0,16,0
,118,114,224,443,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,0,11,0
,119,124,168,482,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,784,0,13,0
,120,74,104,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,4,0
,121,53,70,308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,5,0
,122,77,96,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,12,0
,123,96,123,546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,779,0,6,0
,124,82,103,460,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,656,0,8,0
,125,100,110,480,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,7,0
,126,143,158,626,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,938,0,10,0
,127,106,129,449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,694,0,8,0
,128,135,175,264,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,589,0,2,0
,129,188,248,339,5,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,1,0,797,0,4,0
,130,160,276,129,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,582,0,3,0
,131,134,193,222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,560,0,1,0
,132,147,276,302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,2,0
,133,133,257,413,4,1,0,0,0,3,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,834,0,6,0
,134,133,209,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,648,0,2,0
,135,141,279,299,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,752,0,3,0
,136,127,223,315,0,0,1,1,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,692,0,6,0
,137,62,101,146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,2,0
,138,122,205,259,8,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,612,0,3,0
,139,130,208,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,614,0,3,0
,141,126,185,291,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,1,628,0,2,0
,142,177,206,222,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,620,0,2,0
,143,88,172,258,7,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,530,0,2,0
,144,124,161,314,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,611,0,2,0
,145,97,130,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,431,0,5,0
,146,120,144,204,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,479,0,1,0
,147,99,116,395,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,617,0,9,0
,148,87,131,309,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,536,0,5,0
,149,98,148,444,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,705,0,6,0
,150,139,119,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,8,0
,151,145,164,463,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"
0",0,0,0,0,780,0,4,0
,152,123,133,457,5,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,750,0,12,0
,153,43,85,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,9,0
,154,95,158,449,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,7,0
,155,58,94,242,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,6,0
,156,122,228,402,5,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,782,0,14,0
"TotalNo. ofvotesrecorded atPollingStations.",17312,28829,55200,481,15,17,15,9,157,12,13,21,42,29,48,56,70,42,63,44,"1+
LAKSH
1607
NARAY
SWADE
SUJEET",8,12,45,24,104339,0,816,1,
